id,skills,location,certification,education,skill_level,work_preference,experience
1093,nursing,Chicago,ACLS NRP,Doctorate,entry-level,night shift,14
1094,nursing,Los Angeles,BLS,Doctorate,advanced,part-time,27
1095,nursing,Los Angeles,CPR,Doctorate,entry-level,full-time,20
1096,nursing,Chicago,ACLS CPR NRP PALS,Doctorate,intermediate,full-time,8
1097,nursing,Philadelphia,NRP ACLS BLS CPR,Doctorate,intermediate,day shift,19
1098,nursing,Houston,BLS,Doctorate,advanced,part-time,12
1099,nursing,Chicago,BLS ACLS CPR,Doctorate,intermediate,night shift,18
1100,nursing,Chicago,CPR BLS ACLS,Doctorate,entry-level,day shift,6
1101,nursing,Houston,CPR ACLS BLS,Doctorate,intermediate,full-time,3
1102,nursing,New York,NRP CPR,Doctorate,intermediate,day shift,15
1103,nursing,Chicago,PALS BLS CPR NRP ACLS,Doctorate,entry-level,day shift,20
1104,nursing,New York,NRP PALS BLS ACLS,Doctorate,intermediate,part-time,12
1105,nursing,Philadelphia,ACLS NRP PALS,Doctorate,entry-level,part-time,6
1106,nursing,Chicago,PALS ACLS CPR NRP BLS,Doctorate,entry-level,full-time,11
1107,nursing,New York,PALS,Doctorate,advanced,night shift,15
1108,nursing,Philadelphia,CPR ACLS NRP,Doctorate,advanced,part-time,2
1109,nursing,New York,PALS BLS CPR NRP ACLS,Doctorate,entry-level,night shift,28
1110,nursing,New York,BLS ACLS NRP,Doctorate,intermediate,night shift,25
1111,nursing,Philadelphia,BLS NRP ACLS PALS,Doctorate,entry-level,night shift,15
1112,nursing,Houston,CPR ACLS,Doctorate,advanced,day shift,7
1113,nursing,Chicago,NRP,Doctorate,intermediate,day shift,27
1114,nursing,New York,NRP CPR BLS,Doctorate,intermediate,day shift,29
1115,nursing,Philadelphia,ACLS BLS PALS CPR NRP,Doctorate,advanced,day shift,1
1116,nursing,Chicago,NRP,Doctorate,entry-level,night shift,29
1117,nursing,Philadelphia,PALS BLS CPR NRP,Doctorate,intermediate,part-time,22
1118,nursing,Chicago,NRP ACLS,Doctorate,intermediate,night shift,2
1119,nursing,Chicago,NRP ACLS BLS CPR,Doctorate,intermediate,full-time,27
1120,nursing,Chicago,PALS NRP ACLS,Doctorate,advanced,day shift,3
1121,nursing,New York,ACLS CPR NRP,Doctorate,intermediate,night shift,24
1122,nursing,New York,NRP,Doctorate,intermediate,full-time,7
1123,nursing,Philadelphia,NRP CPR,Doctorate,entry-level,night shift,2
1124,nursing,New York,CPR ACLS NRP,Doctorate,intermediate,day shift,20
1125,nursing,Houston,BLS PALS ACLS CPR,Doctorate,entry-level,full-time,16
1126,nursing,Houston,PALS,Doctorate,entry-level,part-time,10
1127,nursing,Los Angeles,BLS ACLS CPR PALS,Doctorate,intermediate,part-time,6
1128,nursing,Chicago,BLS PALS CPR ACLS,Doctorate,intermediate,part-time,7
1129,nursing,Los Angeles,NRP ACLS PALS CPR BLS,Doctorate,advanced,full-time,23
1130,nursing,Philadelphia,CPR,Doctorate,entry-level,part-time,29
1131,nursing,Chicago,PALS NRP ACLS CPR BLS,Doctorate,advanced,part-time,5
1132,nursing,Houston,BLS CPR,Doctorate,intermediate,part-time,16
1133,nursing,Houston,CPR NRP PALS BLS ACLS,Doctorate,advanced,day shift,16
1134,nursing,Los Angeles,ACLS BLS,Doctorate,entry-level,part-time,30
1135,nursing,New York,ACLS PALS BLS NRP CPR,Doctorate,intermediate,day shift,1
1136,nursing,Los Angeles,NRP PALS,Doctorate,advanced,day shift,13
1137,nursing,Los Angeles,BLS ACLS,Doctorate,entry-level,full-time,1
1138,nursing,Philadelphia,BLS ACLS NRP CPR,Doctorate,entry-level,night shift,30
1139,nursing,New York,NRP PALS ACLS CPR BLS,Doctorate,intermediate,night shift,10
1140,nursing,Houston,ACLS PALS CPR,Doctorate,advanced,full-time,23
1141,nursing,Philadelphia,BLS CPR PALS ACLS NRP,Doctorate,entry-level,part-time,27
1142,nursing,Philadelphia,BLS PALS CPR NRP,Doctorate,entry-level,day shift,27
1143,nursing,New York,BLS,Doctorate,intermediate,night shift,23
1144,nursing,New York,PALS CPR ACLS,Doctorate,intermediate,part-time,7
1145,nursing,Chicago,CPR ACLS PALS BLS,Doctorate,intermediate,night shift,15
1146,nursing,Chicago,BLS NRP CPR,Doctorate,intermediate,full-time,26
1147,nursing,Chicago,BLS ACLS PALS CPR,Doctorate,advanced,part-time,15
1148,nursing,Philadelphia,BLS CPR,Doctorate,entry-level,night shift,7
1149,nursing,Philadelphia,PALS,Doctorate,entry-level,part-time,13
1150,nursing,Chicago,NRP CPR PALS,Doctorate,advanced,full-time,21
1151,nursing,Chicago,ACLS BLS,Doctorate,intermediate,full-time,22
1152,nursing,Los Angeles,PALS,Doctorate,entry-level,day shift,1
1153,nursing,Los Angeles,BLS CPR PALS,Doctorate,intermediate,day shift,13
1154,nursing,Los Angeles,ACLS,Doctorate,intermediate,part-time,4
1155,nursing,Houston,PALS ACLS,Doctorate,entry-level,night shift,11
1156,nursing,Philadelphia,PALS,Doctorate,intermediate,part-time,13
1157,nursing,Los Angeles,CPR,Doctorate,entry-level,part-time,5
1158,nursing,Philadelphia,ACLS NRP CPR PALS,Doctorate,entry-level,day shift,29
1159,nursing,New York,PALS BLS,Doctorate,advanced,part-time,14
1160,nursing,Chicago,ACLS PALS CPR NRP,Doctorate,advanced,part-time,8
1161,nursing,Philadelphia,NRP CPR,Doctorate,advanced,night shift,18
1162,nursing,Philadelphia,CPR BLS,Doctorate,entry-level,night shift,26
1163,nursing,Los Angeles,CPR NRP BLS,Doctorate,entry-level,night shift,22
1164,nursing,Houston,PALS NRP BLS CPR ACLS,Doctorate,entry-level,part-time,20
1165,nursing,Philadelphia,NRP ACLS CPR PALS BLS,Doctorate,advanced,part-time,26
1166,nursing,Los Angeles,NRP ACLS CPR PALS BLS,Doctorate,intermediate,day shift,23
1167,nursing,New York,BLS ACLS,Doctorate,intermediate,part-time,8
1168,nursing,Houston,CPR BLS PALS ACLS,Doctorate,entry-level,part-time,20
1169,nursing,Los Angeles,ACLS NRP,Doctorate,intermediate,day shift,2
1170,nursing,Los Angeles,PALS ACLS CPR BLS,Doctorate,advanced,day shift,5
1171,nursing,New York,PALS NRP CPR ACLS,Doctorate,advanced,night shift,21
1172,nursing,Los Angeles,BLS ACLS,Doctorate,intermediate,part-time,2
1173,nursing,Los Angeles,CPR BLS,Doctorate,intermediate,full-time,29
1174,nursing,Chicago,BLS PALS CPR,Doctorate,entry-level,part-time,23
1175,nursing,New York,BLS CPR ACLS NRP,Doctorate,entry-level,day shift,2
1176,nursing,Chicago,BLS NRP PALS ACLS,Doctorate,entry-level,full-time,7
1177,nursing,New York,NRP BLS CPR,Doctorate,advanced,full-time,26
1178,nursing,Chicago,PALS ACLS CPR BLS NRP,Doctorate,intermediate,night shift,29
1179,nursing,Houston,BLS ACLS NRP CPR,Doctorate,intermediate,day shift,7
1180,nursing,Chicago,ACLS BLS PALS,Doctorate,intermediate,day shift,14
1181,nursing,Philadelphia,BLS,Doctorate,advanced,day shift,8
1182,nursing,Houston,BLS,Doctorate,entry-level,day shift,13
1183,nursing,Houston,NRP,Doctorate,advanced,part-time,22
1184,nursing,New York,CPR ACLS BLS PALS NRP,Doctorate,advanced,part-time,16
1185,nursing,Philadelphia,CPR,Doctorate,entry-level,day shift,11
1186,nursing,New York,CPR NRP ACLS,Doctorate,entry-level,day shift,13
1187,nursing,New York,NRP CPR BLS,Doctorate,advanced,part-time,26
1188,nursing,New York,CPR NRP,Doctorate,advanced,part-time,30
1189,nursing,Los Angeles,BLS,Doctorate,intermediate,full-time,10
1190,nursing,Philadelphia,NRP,Doctorate,entry-level,full-time,15
1191,nursing,Los Angeles,NRP PALS BLS CPR,Doctorate,intermediate,part-time,6
1192,nursing,New York,BLS ACLS,Doctorate,advanced,full-time,18
1193,nursing,New York,NRP CPR BLS PALS ACLS,Doctorate,entry-level,part-time,17
1194,nursing,Los Angeles,ACLS PALS CPR BLS,Doctorate,entry-level,night shift,28
1195,nursing,Philadelphia,NRP,Doctorate,entry-level,night shift,3
1196,nursing,Houston,PALS NRP BLS CPR,Doctorate,intermediate,day shift,30
1197,nursing,Houston,ACLS CPR PALS NRP,Doctorate,intermediate,part-time,23
1198,nursing,Chicago,BLS PALS,Doctorate,advanced,full-time,19
1199,nursing,Chicago,BLS NRP,Doctorate,entry-level,night shift,20
1200,nursing,Philadelphia,ACLS BLS,Doctorate,intermediate,full-time,13
1201,nursing,New York,NRP,Doctorate,advanced,part-time,17
1202,nursing,Philadelphia,BLS,Doctorate,entry-level,part-time,26
1203,nursing,Philadelphia,CPR ACLS BLS NRP,Doctorate,advanced,night shift,11
1204,nursing,Philadelphia,CPR,Doctorate,entry-level,night shift,20
1205,nursing,Philadelphia,NRP ACLS CPR,Doctorate,advanced,day shift,26
1206,nursing,Los Angeles,BLS CPR PALS ACLS,Doctorate,advanced,day shift,20
1207,nursing,Philadelphia,ACLS NRP CPR PALS,Doctorate,advanced,day shift,12
1208,nursing,Philadelphia,ACLS CPR,Doctorate,intermediate,full-time,21
1209,nursing,Chicago,NRP CPR PALS,Doctorate,intermediate,day shift,12
1210,nursing,Philadelphia,ACLS,Doctorate,intermediate,day shift,8
1211,nursing,New York,PALS BLS NRP ACLS,Doctorate,intermediate,night shift,8
1212,nursing,Chicago,PALS CPR ACLS,Doctorate,advanced,part-time,7
1213,nursing,New York,PALS CPR,Doctorate,advanced,day shift,14
1214,nursing,Chicago,BLS PALS NRP ACLS,Doctorate,advanced,part-time,12
1215,nursing,Philadelphia,ACLS CPR NRP BLS PALS,Doctorate,entry-level,part-time,4
1216,nursing,Los Angeles,ACLS,Doctorate,advanced,part-time,10
1217,nursing,Houston,ACLS,Doctorate,intermediate,night shift,18
1218,nursing,New York,CPR ACLS NRP PALS,Doctorate,advanced,full-time,30
1219,nursing,Los Angeles,ACLS BLS PALS NRP CPR,Doctorate,intermediate,full-time,11
1220,nursing,Philadelphia,PALS CPR ACLS BLS,Doctorate,advanced,day shift,20
1221,nursing,Houston,PALS ACLS NRP,Doctorate,entry-level,full-time,18
1222,nursing,Philadelphia,PALS ACLS BLS NRP CPR,Doctorate,advanced,night shift,3
1223,nursing,New York,PALS NRP BLS CPR ACLS,Doctorate,intermediate,day shift,7
1224,nursing,Houston,PALS ACLS BLS,Doctorate,entry-level,night shift,7
1225,nursing,Chicago,NRP,Doctorate,advanced,full-time,11
1226,nursing,Los Angeles,CPR NRP PALS BLS ACLS,Doctorate,intermediate,day shift,9
1227,nursing,Houston,BLS NRP CPR ACLS,Doctorate,intermediate,part-time,25
1228,nursing,Los Angeles,ACLS NRP BLS,Doctorate,advanced,night shift,6
1229,nursing,Los Angeles,BLS,Doctorate,advanced,full-time,17
1230,nursing,Philadelphia,NRP BLS ACLS,Doctorate,intermediate,night shift,18
1231,nursing,Los Angeles,ACLS PALS CPR NRP,Doctorate,entry-level,full-time,5
1232,nursing,Philadelphia,BLS NRP,Doctorate,entry-level,full-time,13
1233,nursing,Houston,NRP PALS BLS CPR,Doctorate,intermediate,night shift,10
1234,nursing,Houston,PALS NRP,Doctorate,entry-level,day shift,19
1235,nursing,New York,NRP PALS ACLS,Doctorate,entry-level,day shift,17
1236,nursing,Chicago,CPR,Doctorate,intermediate,night shift,16
1237,nursing,Los Angeles,ACLS CPR NRP PALS BLS,Doctorate,intermediate,full-time,2
1238,nursing,Philadelphia,CPR,Doctorate,advanced,full-time,19
1239,nursing,Los Angeles,BLS ACLS CPR PALS,Doctorate,advanced,night shift,7
1240,nursing,New York,CPR PALS NRP,Doctorate,advanced,full-time,7
1241,nursing,Los Angeles,PALS NRP CPR ACLS,Doctorate,advanced,night shift,2
1242,nursing,Chicago,NRP ACLS PALS,Doctorate,advanced,full-time,19
1243,nursing,Philadelphia,BLS CPR PALS ACLS NRP,Doctorate,advanced,night shift,2
1244,nursing,New York,NRP CPR ACLS BLS PALS,Doctorate,entry-level,part-time,15
1245,nursing,New York,NRP CPR BLS ACLS PALS,Doctorate,advanced,full-time,17
1246,nursing,Philadelphia,NRP PALS CPR,Doctorate,entry-level,night shift,7
1247,nursing,Philadelphia,ACLS CPR NRP,Doctorate,advanced,part-time,28
1248,nursing,New York,BLS NRP CPR ACLS PALS,Doctorate,advanced,day shift,11
1249,nursing,Houston,NRP BLS PALS,Doctorate,advanced,night shift,13
1250,nursing,Chicago,ACLS NRP CPR,Doctorate,entry-level,day shift,27
1251,nursing,Chicago,BLS ACLS NRP PALS CPR,Doctorate,intermediate,day shift,11
1252,nursing,Philadelphia,BLS CPR ACLS,Doctorate,entry-level,part-time,29
1253,nursing,Chicago,CPR BLS PALS NRP,Doctorate,entry-level,day shift,29
1254,nursing,Philadelphia,NRP CPR ACLS PALS BLS,Doctorate,advanced,part-time,30
1255,nursing,Chicago,PALS,Doctorate,intermediate,part-time,2
1256,nursing,Houston,ACLS CPR PALS NRP,Doctorate,intermediate,day shift,4
1257,nursing,New York,BLS PALS,Doctorate,entry-level,part-time,28
1258,nursing,Houston,PALS,Doctorate,entry-level,day shift,24
1259,nursing,Philadelphia,NRP CPR PALS BLS ACLS,Doctorate,advanced,night shift,24
1260,nursing,Los Angeles,PALS BLS CPR ACLS,Doctorate,entry-level,day shift,15
1261,nursing,Houston,CPR BLS NRP ACLS,Doctorate,advanced,night shift,30
1262,nursing,Los Angeles,BLS PALS CPR NRP,Doctorate,entry-level,full-time,23
1263,nursing,New York,CPR ACLS NRP BLS PALS,Doctorate,advanced,part-time,23
1264,nursing,Los Angeles,NRP CPR PALS BLS ACLS,Doctorate,advanced,day shift,6
1265,nursing,Houston,NRP BLS CPR PALS,Doctorate,advanced,night shift,18
1266,nursing,Los Angeles,NRP BLS,Doctorate,advanced,full-time,16
1267,nursing,Houston,BLS,Doctorate,intermediate,night shift,4
1268,nursing,Los Angeles,NRP,Doctorate,intermediate,part-time,25
1269,nursing,New York,ACLS CPR PALS,Doctorate,advanced,night shift,9
1270,nursing,New York,BLS,Doctorate,advanced,full-time,15
1271,nursing,Houston,PALS,Doctorate,advanced,part-time,28
1272,nursing,New York,ACLS PALS,Doctorate,entry-level,day shift,2
1273,nursing,Philadelphia,CPR NRP ACLS BLS PALS,Doctorate,advanced,day shift,21
1274,nursing,New York,NRP BLS CPR,Doctorate,entry-level,full-time,2
1275,nursing,Los Angeles,CPR ACLS BLS NRP PALS,Doctorate,entry-level,full-time,18
1276,nursing,Philadelphia,PALS BLS NRP ACLS CPR,Doctorate,entry-level,night shift,25
1277,nursing,Houston,ACLS BLS PALS NRP CPR,Doctorate,intermediate,full-time,10
1278,nursing,Houston,BLS,Doctorate,entry-level,day shift,15
1279,nursing,Chicago,CPR BLS ACLS NRP PALS,Doctorate,intermediate,part-time,8
1280,nursing,Philadelphia,CPR NRP ACLS BLS,Doctorate,intermediate,day shift,27
1281,nursing,Houston,ACLS NRP CPR,Doctorate,advanced,part-time,19
1282,nursing,Houston,NRP ACLS BLS CPR PALS,Doctorate,advanced,part-time,11
1283,nursing,Philadelphia,BLS ACLS,Doctorate,advanced,full-time,3
1284,nursing,Houston,BLS ACLS,Doctorate,intermediate,night shift,6
1285,nursing,New York,NRP CPR PALS ACLS BLS,Doctorate,entry-level,part-time,9
1286,nursing,Los Angeles,BLS CPR NRP ACLS,Doctorate,advanced,day shift,11
1287,nursing,Los Angeles,CPR ACLS PALS,Doctorate,advanced,part-time,25
1288,nursing,Philadelphia,CPR ACLS BLS NRP PALS,Doctorate,entry-level,part-time,30
1289,nursing,Philadelphia,BLS CPR NRP ACLS,Doctorate,advanced,part-time,1
1290,nursing,Los Angeles,BLS NRP PALS CPR,Doctorate,advanced,day shift,17
1291,nursing,Los Angeles,BLS NRP CPR PALS,Doctorate,entry-level,part-time,30
1292,nursing,New York,CPR,Doctorate,advanced,part-time,23
1293,nursing,Los Angeles,NRP PALS,Doctorate,intermediate,part-time,18
1294,nursing,Los Angeles,NRP CPR PALS,Doctorate,intermediate,night shift,2
1295,nursing,Philadelphia,NRP CPR PALS BLS,Doctorate,intermediate,part-time,4
1296,nursing,Houston,PALS ACLS NRP,Doctorate,intermediate,full-time,14
1297,nursing,Houston,CPR ACLS NRP,Doctorate,entry-level,part-time,15
1298,nursing,Houston,BLS,Doctorate,entry-level,full-time,22
1299,nursing,Los Angeles,ACLS BLS,Doctorate,entry-level,part-time,9
1300,nursing,New York,BLS,Doctorate,entry-level,day shift,14
1301,nursing,Houston,PALS CPR NRP,Doctorate,entry-level,part-time,9
1302,nursing,Philadelphia,BLS NRP,Doctorate,entry-level,night shift,18
1303,nursing,Los Angeles,BLS NRP PALS,Doctorate,advanced,full-time,7
1304,nursing,New York,CPR BLS,Doctorate,entry-level,full-time,22
1305,nursing,Philadelphia,BLS ACLS NRP PALS,Doctorate,advanced,night shift,6
1306,nursing,New York,BLS PALS,Doctorate,entry-level,part-time,14
1307,nursing,Houston,PALS,Doctorate,advanced,day shift,21
1308,nursing,Philadelphia,PALS ACLS,Doctorate,advanced,night shift,19
1309,nursing,Los Angeles,CPR PALS BLS,Doctorate,entry-level,part-time,14
1310,nursing,Chicago,ACLS CPR,Doctorate,intermediate,full-time,27
1311,nursing,Philadelphia,NRP,Doctorate,intermediate,part-time,12
1312,nursing,Chicago,CPR,Doctorate,advanced,night shift,9
1313,nursing,Houston,PALS,Doctorate,intermediate,night shift,2
1314,nursing,Houston,ACLS PALS NRP,Doctorate,entry-level,day shift,18
1315,nursing,Los Angeles,ACLS BLS,Doctorate,entry-level,day shift,3
1316,nursing,Houston,ACLS BLS PALS CPR NRP,Doctorate,advanced,full-time,1
1317,nursing,Chicago,PALS NRP ACLS BLS CPR,Doctorate,advanced,night shift,11
1318,nursing,Chicago,PALS BLS CPR ACLS,Doctorate,advanced,part-time,14
1319,nursing,Los Angeles,CPR,Doctorate,intermediate,day shift,21
1320,nursing,Houston,NRP,Doctorate,advanced,day shift,16
1321,nursing,Chicago,CPR PALS BLS ACLS NRP,Doctorate,entry-level,night shift,1
1322,nursing,Los Angeles,PALS ACLS NRP CPR,Doctorate,intermediate,night shift,26
1323,nursing,Los Angeles,ACLS BLS NRP PALS,Doctorate,entry-level,night shift,29
1324,nursing,New York,NRP PALS CPR BLS,Doctorate,advanced,day shift,28
1325,nursing,New York,ACLS NRP,Doctorate,advanced,day shift,2
1326,nursing,New York,CPR,Doctorate,entry-level,day shift,15
1327,nursing,Los Angeles,BLS,Doctorate,advanced,day shift,2
1328,nursing,Los Angeles,CPR NRP,Doctorate,intermediate,full-time,13
1329,nursing,Los Angeles,NRP,Doctorate,advanced,full-time,9
1330,nursing,New York,BLS ACLS,Doctorate,intermediate,night shift,8
1331,nursing,Los Angeles,NRP ACLS PALS CPR BLS,Doctorate,entry-level,part-time,3
1332,nursing,Los Angeles,BLS,Doctorate,entry-level,night shift,27
1333,nursing,Los Angeles,PALS ACLS BLS CPR NRP,Doctorate,entry-level,day shift,13
1334,nursing,Los Angeles,CPR NRP PALS BLS ACLS,Doctorate,advanced,night shift,20
1335,nursing,Philadelphia,CPR ACLS PALS BLS NRP,Doctorate,advanced,full-time,2
1336,nursing,Houston,CPR NRP ACLS BLS PALS,Doctorate,advanced,day shift,24
1337,nursing,New York,PALS NRP BLS ACLS CPR,Doctorate,entry-level,day shift,13
1338,nursing,Chicago,ACLS PALS CPR NRP,Doctorate,entry-level,night shift,17
1339,nursing,Chicago,NRP PALS BLS CPR,Doctorate,advanced,full-time,2
1340,nursing,Philadelphia,CPR BLS,Doctorate,entry-level,day shift,14
1341,nursing,Philadelphia,NRP BLS ACLS PALS,Doctorate,advanced,night shift,6
1342,nursing,Philadelphia,PALS NRP CPR ACLS,Doctorate,advanced,day shift,9
1343,nursing,Philadelphia,ACLS PALS,Doctorate,entry-level,part-time,7
1344,nursing,Los Angeles,BLS,Doctorate,advanced,full-time,2
1345,nursing,Philadelphia,PALS BLS CPR,Doctorate,entry-level,day shift,20
1346,nursing,New York,PALS BLS,Doctorate,intermediate,full-time,9
1347,nursing,New York,PALS NRP BLS ACLS CPR,Doctorate,intermediate,full-time,29
1348,nursing,Chicago,ACLS NRP CPR BLS PALS,Doctorate,entry-level,day shift,9
1349,nursing,Houston,ACLS PALS,Doctorate,entry-level,night shift,14
1350,nursing,Houston,PALS CPR ACLS BLS NRP,Doctorate,intermediate,full-time,9
1351,nursing,Los Angeles,BLS ACLS CPR NRP,Doctorate,entry-level,night shift,7
1352,nursing,Philadelphia,ACLS,Doctorate,entry-level,night shift,14
1353,nursing,Philadelphia,PALS NRP BLS CPR,Doctorate,intermediate,full-time,27
1354,nursing,New York,NRP ACLS BLS,Doctorate,entry-level,day shift,7
1355,nursing,Chicago,ACLS,Doctorate,entry-level,day shift,18
1356,nursing,Houston,PALS BLS NRP ACLS,Doctorate,intermediate,night shift,29
1357,nursing,New York,ACLS CPR PALS,Doctorate,entry-level,full-time,19
1358,nursing,New York,BLS NRP,Doctorate,intermediate,night shift,7
1359,nursing,New York,PALS BLS NRP CPR ACLS,Doctorate,advanced,full-time,4
1360,nursing,New York,NRP PALS,Doctorate,advanced,day shift,15
1361,nursing,Chicago,ACLS NRP PALS,Doctorate,entry-level,day shift,30
1362,nursing,New York,CPR,Doctorate,intermediate,day shift,20
1363,nursing,Houston,ACLS CPR BLS,Doctorate,entry-level,full-time,25
1364,nursing,Philadelphia,NRP,Doctorate,entry-level,part-time,19
1365,nursing,Philadelphia,NRP,Doctorate,advanced,day shift,10
1366,nursing,Los Angeles,PALS NRP BLS CPR ACLS,Doctorate,entry-level,full-time,29
1367,nursing,Houston,NRP ACLS CPR PALS BLS,Doctorate,advanced,part-time,5
1368,nursing,New York,BLS PALS CPR NRP ACLS,Doctorate,entry-level,full-time,28
1369,nursing,Los Angeles,CPR BLS PALS NRP,Doctorate,entry-level,night shift,12
1370,nursing,Houston,BLS ACLS,Doctorate,entry-level,day shift,13
1371,nursing,Los Angeles,NRP PALS BLS,Doctorate,advanced,full-time,2
1372,nursing,Houston,PALS CPR BLS NRP,Doctorate,intermediate,day shift,5
1373,nursing,Philadelphia,NRP,Doctorate,intermediate,part-time,27
1374,nursing,Philadelphia,NRP ACLS,Doctorate,advanced,day shift,5
1375,nursing,Los Angeles,NRP BLS ACLS CPR,Doctorate,entry-level,part-time,23
1376,nursing,Houston,NRP BLS ACLS PALS,Doctorate,intermediate,full-time,2
1377,nursing,Los Angeles,PALS BLS,Doctorate,advanced,day shift,9
1378,nursing,Chicago,PALS CPR,Doctorate,entry-level,full-time,25
1379,nursing,New York,NRP,Doctorate,intermediate,day shift,1
1380,nursing,Los Angeles,PALS CPR ACLS,Doctorate,advanced,part-time,30
1381,nursing,New York,NRP,Doctorate,advanced,full-time,23
1382,nursing,Los Angeles,CPR,Doctorate,intermediate,day shift,9
1383,nursing,Los Angeles,BLS,Doctorate,advanced,part-time,2
1384,nursing,Chicago,PALS BLS CPR,Doctorate,intermediate,night shift,14
1385,nursing,Houston,PALS BLS CPR NRP,Doctorate,entry-level,night shift,16
1386,nursing,Chicago,NRP BLS PALS,Doctorate,entry-level,night shift,24
1387,nursing,Houston,ACLS BLS CPR PALS NRP,Doctorate,intermediate,night shift,29
1388,nursing,Chicago,PALS CPR NRP,Doctorate,entry-level,full-time,7
1389,nursing,Chicago,BLS CPR ACLS NRP PALS,Doctorate,intermediate,part-time,29
1390,nursing,Chicago,CPR ACLS PALS,Doctorate,intermediate,day shift,21
1391,nursing,Philadelphia,CPR BLS,Doctorate,entry-level,night shift,25
1392,nursing,Philadelphia,PALS BLS,Doctorate,advanced,full-time,30
1393,nursing,New York,ACLS PALS,Doctorate,advanced,night shift,9
1394,nursing,Los Angeles,ACLS NRP,Doctorate,advanced,night shift,7
1395,nursing,Chicago,PALS NRP BLS CPR ACLS,Doctorate,intermediate,full-time,1
1396,nursing,Los Angeles,PALS,Doctorate,entry-level,part-time,19
1397,nursing,Philadelphia,PALS ACLS,Doctorate,entry-level,night shift,23
1398,nursing,Los Angeles,PALS ACLS CPR,Doctorate,intermediate,night shift,29
1399,nursing,Houston,ACLS,Doctorate,intermediate,full-time,14
1400,nursing,New York,ACLS BLS,Doctorate,intermediate,part-time,21
1401,nursing,Chicago,CPR NRP PALS BLS ACLS,Doctorate,advanced,part-time,5
1402,nursing,Houston,CPR ACLS,Doctorate,entry-level,night shift,15
1403,nursing,New York,PALS,Doctorate,entry-level,night shift,24
1404,nursing,New York,BLS CPR ACLS,Doctorate,entry-level,part-time,29
1405,nursing,Los Angeles,NRP PALS CPR,Doctorate,entry-level,part-time,5
1406,nursing,Chicago,CPR PALS ACLS,Doctorate,entry-level,day shift,12
1407,nursing,Houston,NRP CPR BLS,Doctorate,intermediate,day shift,10
1408,nursing,Los Angeles,CPR ACLS,Doctorate,intermediate,part-time,14
1409,nursing,New York,CPR PALS NRP ACLS,Doctorate,entry-level,part-time,12
1410,nursing,Philadelphia,CPR,Doctorate,advanced,part-time,21
1411,nursing,New York,NRP CPR,Doctorate,advanced,day shift,24
1412,nursing,Los Angeles,BLS PALS NRP,Doctorate,advanced,day shift,26
1413,nursing,Philadelphia,CPR NRP PALS BLS,Doctorate,advanced,part-time,27
1414,nursing,New York,NRP PALS,Doctorate,advanced,part-time,22
1415,nursing,Chicago,PALS,Doctorate,advanced,day shift,12
1416,nursing,Chicago,PALS NRP,Doctorate,intermediate,day shift,16
1417,nursing,Philadelphia,PALS BLS,Doctorate,intermediate,night shift,29
1418,nursing,Philadelphia,PALS BLS CPR NRP ACLS,Doctorate,advanced,full-time,30
1419,nursing,New York,BLS CPR NRP ACLS,Doctorate,intermediate,night shift,20
1420,nursing,Chicago,NRP CPR PALS ACLS BLS,Doctorate,advanced,full-time,17
1421,nursing,New York,NRP BLS ACLS,Doctorate,intermediate,full-time,14
1422,nursing,Houston,PALS NRP BLS CPR ACLS,Doctorate,intermediate,part-time,21
1423,nursing,Houston,ACLS NRP BLS PALS,Doctorate,entry-level,part-time,21
1424,nursing,Houston,PALS CPR ACLS,Doctorate,advanced,full-time,17
1425,nursing,Chicago,CPR ACLS,Doctorate,advanced,night shift,5
1426,nursing,New York,ACLS CPR PALS,Doctorate,advanced,day shift,4
1427,nursing,Philadelphia,PALS ACLS BLS CPR,Doctorate,advanced,full-time,19
1428,nursing,New York,ACLS PALS,Doctorate,entry-level,part-time,28
1429,nursing,Houston,NRP PALS,Doctorate,advanced,day shift,22
1430,nursing,Houston,ACLS PALS BLS NRP CPR,Doctorate,advanced,night shift,12
1431,nursing,Philadelphia,PALS,Doctorate,advanced,part-time,26
1432,nursing,New York,BLS NRP ACLS CPR,Doctorate,entry-level,night shift,27
1433,nursing,Chicago,CPR NRP BLS ACLS,Doctorate,advanced,night shift,30
1434,nursing,Houston,NRP,Doctorate,intermediate,full-time,8
1435,nursing,Los Angeles,CPR ACLS NRP,Doctorate,intermediate,night shift,14
1436,nursing,Philadelphia,BLS ACLS PALS CPR NRP,Doctorate,advanced,night shift,4
1437,nursing,New York,BLS,Doctorate,entry-level,full-time,22
1438,nursing,Philadelphia,ACLS PALS,Doctorate,entry-level,part-time,28
1439,nursing,Houston,CPR PALS ACLS BLS,Doctorate,entry-level,night shift,23
1440,nursing,Philadelphia,PALS BLS NRP CPR ACLS,Doctorate,advanced,part-time,23
1441,nursing,Los Angeles,ACLS,Doctorate,intermediate,night shift,2
1442,nursing,New York,PALS,Doctorate,entry-level,full-time,26
1443,nursing,Chicago,CPR ACLS NRP,Doctorate,advanced,night shift,7
1444,nursing,New York,ACLS PALS CPR NRP,Doctorate,advanced,day shift,28
1445,nursing,Chicago,NRP CPR,Doctorate,entry-level,part-time,14
1446,nursing,Los Angeles,ACLS CPR,Doctorate,advanced,part-time,7
1447,nursing,Houston,NRP BLS,Doctorate,intermediate,part-time,19
